V1;V2;V3;V4;V5;V6;V7
762;4925_8#4;T20N1;NA;ERS007996;100;Tong;T020_N01_C01
763;12083_6#33;T20N1_C1;ST239;ERS254745;95.34;current;T020_N01_C02
764;12083_6#34;T20N1_C2;ST239;ERS254746;92.4;current;T020_N01_C03
765;12083_6#35;T20N1_C4;ST239;ERS254747;102.27;current;T020_N01_C04
766;12083_6#36;T20N1_C5;ST239;ERS254748;98.52;current;T020_N01_C05
767;12083_6#37;T20N1_C6;ST239;ERS254749;104.73;current;T020_N01_C06
768;12083_6#38;T20N1_C7;ST239;ERS254750;102.6;current;T020_N01_C07
769;12083_6#39;T20N1_C8;ST239;ERS254751;105.12;current;T020_N01_C08
770;12083_8#54;T20N1_C3;ST239;ERS255147;110.6;current;T020_N01_C09
771;4925_8#3;T20N2;NA;ERS007995;127.4;Tong;T020_N02_C01
772;12083_6#41;T20N2_C1;ST239;ERS254753;97.83;current;T020_N02_C02
773;12083_6#42;T20N2_C2;ST239;ERS254754;94.14;current;T020_N02_C03
774;12083_6#43;T20N2_C3;ST239;ERS254755;99.69;current;T020_N02_C04
775;12083_6#44;T20N2_C4;ST239;ERS254756;98.1;current;T020_N02_C05
776;12083_6#45;T20N2_C5;ST239;ERS254757;96.9;current;T020_N02_C06
777;12083_6#46;T20N2_C6;ST239;ERS254758;94.53;current;T020_N02_C07
778;12083_6#47;T20N2_C7;ST239;ERS254759;95.79;current;T020_N02_C08
779;12083_6#48;T20N2_C8;ST239;ERS254760;96.03;current;T020_N02_C09
780;4925_8#2;T21N6;NA;ERS007994;226.1;Tong;T021_N06_C01
781;4950_3#1;T223A1;NA;ERS008015;168.8;Tong;T223_A01_C01
782;4925_7#12;T225N1;NA;ERS007992;125.9;Tong;T225_N01_C01
783;4925_7#11;T230C2;NA;ERS007991;152.5;Tong;T230_C02_C01
784;4925_7#9;T232N2;NA;ERS007989;106.7;Tong;T232_N02_C01
785;12162_8#71;T232N2_C1;ST239;ERS255445;101.25;current;T232_N02_C02
786;12162_8#72;T232N2_C2;ST239;ERS255446;99.27;current;T232_N02_C03
787;12162_8#73;T232N2_C3;ST239;ERS255447;149.05;current;T232_N02_C04
788;12162_8#74;T232N2_C4;ST239;ERS255448;144.6;current;T232_N02_C05
789;12162_8#75;T232N2_C5;ST239;ERS255449;140.64;current;T232_N02_C06
790;12162_8#76;T232N2_C6;ST239;ERS255450;135.64;current;T232_N02_C07
791;12162_8#77;T232N2_C7;ST239;ERS255451;129.48;current;T232_N02_C08
792;12162_8#78;T232N2_C8;ST239;ERS255452;112.2;current;T232_N02_C09
793;4925_7#10;T232T1;NA;ERS007990;118.4;Tong;T232_T01_C01
794;12083_8#59;T232T2;ST239;ERS255152;121.88;current;T232_T02_C01
795;12083_8#68;T234C3;ST239;ERS255161;103.74;current;T234_C03_C01
796;4925_7#7;T234N4;NA;ERS007987;81.2;Tong;T234_N04_C01
797;12162_8#79;T234N4_C1;ST239;ERS255453;95.46;current;T234_N04_C02
798;12162_8#80;T234N4_C2;ST239;ERS255454;103.14;current;T234_N04_C03
799;12162_8#81;T234N4_C3;ST239;ERS255455;136.24;current;T234_N04_C04
800;12162_8#82;T234N4_C4;ST239;ERS255456;136.52;current;T234_N04_C05
801;12162_8#83;T234N4_C5;ST239;ERS255457;135.84;current;T234_N04_C06
802;12162_8#84;T234N4_C6;ST239;ERS255458;135.36;current;T234_N04_C07
803;12162_8#85;T234N4_C7;ST239;ERS255459;130.96;current;T234_N04_C08
804;12162_8#86;T234N4_C8;ST239;ERS255460;117.08;current;T234_N04_C09
805;4925_7#8;T234W2;NA;ERS007988;89.8;Tong;T234_W02_C01
806;5150_8#10;T241N2;NA;ERS007966;67.1;Tong;T241_N02_C01
807;12083_8#67;T249A2;ST239;ERS255160;105.09;current;T249_A02_C01
808;12083_8#66;T249A3;ST239;ERS255159;121.52;current;T249_A03_C01
809;4925_7#5;T249N3;NA;ERS007985;184.6;Tong;T249_N03_C01
810;12083_8#1;T249N3_C8;ST239;ERS255090;134.28;current;T249_N03_C02
811;12162_8#87;T249N3_C1;ST239;ERS255461;100.44;current;T249_N03_C03
812;12162_8#88;T249N3_C2;ST239;ERS255462;93.75;current;T249_N03_C04
813;12162_8#89;T249N3_C3;ST239;ERS255463;131.96;current;T249_N03_C05
814;12162_8#90;T249N3_C4;ST239;ERS255464;132.6;current;T249_N03_C06
815;12162_8#91;T249N3_C5;ST239;ERS255465;135.96;current;T249_N03_C07
816;12162_8#92;T249N3_C6;ST239;ERS255466;129.88;current;T249_N03_C08
817;12162_8#93;T249N3_C7;ST239;ERS255467;131.28;current;T249_N03_C09
818;4925_7#6;T249T1;NA;ERS007986;118.8;Tong;T249_T01_C01
819;12083_8#77;T249T2;ST239;ERS255170;122.48;current;T249_T02_C01
820;12083_8#76;T249T3;ST239;ERS255169;121.24;current;T249_T03_C01
821;4925_7#4;T270U1;NA;ERS007984;103.9;Tong;T270_U01_C01
822;12083_8#75;T271A3;ST239;ERS255168;136.92;current;T271_A03_C01
823;4925_7#3;T271C1;NA;ERS007983;183.5;Tong;T271_C01_C01
824;12083_8#2;T271N3_C1;ST239;ERS255091;134.56;current;T271_N03_C01
825;12083_8#3;T271N3_C2;ST239;ERS255092;142.4;current;T271_N03_C02
826;12083_8#4;T271N3_C3;ST239;ERS255093;139.45;current;T271_N03_C03
827;12083_8#5;T271N3_C4;ST239;ERS255094;136.8;current;T271_N03_C04
828;12083_8#6;T271N3_C5;ST239;ERS255095;138.72;current;T271_N03_C05
829;12083_8#7;T271N3_C6;ST239;ERS255096;135.6;current;T271_N03_C06
830;12083_8#8;T271N3_C7;ST239;ERS255097;145.25;current;T271_N03_C07
831;12083_8#9;T271N3_C8;ST239;ERS255098;107.43;current;T271_N03_C08
832;4925_7#2;T271N4;NA;ERS007982;190;Tong;T271_N04_C01
833;12083_8#10;T271N4_C1;ST239;ERS255099;102.81;current;T271_N04_C02
834;12083_8#11;T271N4_C2;ST239;ERS255100;110.37;current;T271_N04_C03
835;12083_8#12;T271N4_C3;ST239;ERS255101;112.16;current;T271_N04_C04
836;12083_8#13;T271N4_C4;ST239;ERS255102;116.92;current;T271_N04_C05
837;12083_8#14;T271N4_C5;ST239;ERS255103;125.88;current;T271_N04_C06
838;12083_8#15;T271N4_C6;ST239;ERS255104;130.8;current;T271_N04_C07
839;12083_8#16;T271N4_C7;ST239;ERS255105;147.25;current;T271_N04_C08
840;12083_8#17;T271N4_C8;ST239;ERS255106;115.16;current;T271_N04_C09
841;12083_8#74;T271T1;ST239;ERS255167;119.68;current;T271_T01_C01
842;12083_8#73;T271T2;ST239;ERS255166;120.28;current;T271_T02_C01
843;12083_8#58;T271T3;ST239;ERS255151;119.52;current;T271_T03_C01
844;12083_8#80;T271W4;ST239;ERS255173;112.4;current;T271_W04_C01
845;5704_8#5;T28C2;NA;ERS008062;301.5;Tong;T028_C02_C01
846;4925_6#9;T301T2;NA;ERS007977;159.3;Tong;T301_T02_C01
847;4925_6#8;T303N3;NA;ERS007976;72.7;Tong;T303_N03_C01
848;12083_8#79;T322C2;ST239;ERS255172;107.96;current;T322_C02_C01
849;4925_6#7;T322N2;NA;ERS007975;125.1;Tong;T322_N02_C01
850;4925_6#6;T327N2;NA;ERS007974;242.6;Tong;T327_N02_C01
851;12083_8#18;T327N2_C1;ST239;ERS255107;103.47;current;T327_N02_C02
852;12083_8#19;T327N2_C2;ST239;ERS255108;104.79;current;T327_N02_C03
853;12083_8#20;T327N2_C3;ST239;ERS255109;115.88;current;T327_N02_C04
854;12083_8#21;T327N2_C4;ST239;ERS255110;113.92;current;T327_N02_C05
855;12083_8#22;T327N2_C5;ST239;ERS255111;124.72;current;T327_N02_C06
856;12083_8#23;T327N2_C6;ST239;ERS255112;127.92;current;T327_N02_C07
857;12083_8#24;T327N2_C7;ST239;ERS255113;127.12;current;T327_N02_C08
858;12083_8#25;T327N2_C8;ST239;ERS255114;106.08;current;T327_N02_C09
859;12083_8#81;T327T1;ST239;ERS255174;116.64;current;T327_T01_C01
860;12083_8#26;T330N1_C1;ST239;ERS255115;107.22;current;T330_N01_C01
861;12083_8#27;T330N1_C2;ST239;ERS255116;113.36;current;T330_N01_C02
862;12083_8#28;T330N1_C3;ST239;ERS255117;104.61;current;T330_N01_C03
863;12083_8#29;T330N1_C4;ST239;ERS255118;110.07;current;T330_N01_C04
864;12083_8#30;T330N1_C5;ST239;ERS255119;103.26;current;T330_N01_C05
865;12083_8#31;T330N1_C6;ST239;ERS255120;112.32;current;T330_N01_C06
866;12083_8#32;T330N1_C7;ST239;ERS255121;113.52;current;T330_N01_C07
867;12083_8#33;T330N1_C8;ST239;ERS255122;96.21;current;T330_N01_C08
868;4925_6#5;T330T1;NA;ERS007973;105.4;Tong;T330_T01_C01
869;4925_6#4;T335A2;NA;ERS007972;139.6;Tong;T335_A02_C01
870;4925_6#3;T341T1;NA;ERS007971;180.2;Tong;T341_T01_C01
871;5150_8#11;T353N1;NA;ERS007967;97.2;Tong;T353_N01_C01
872;12083_8#72;T358C1;ST239;ERS255165;101.34;current;T358_C01_C01
873;12083_8#71;T358C2;ST239;ERS255164;101.01;current;T358_C02_C01
874;4925_6#2;T358N1;NA;ERS007970;125.4;Tong;T358_N01_C01
875;12083_8#34;T358N1_C1;ST239;ERS255123;94.17;current;T358_N01_C02
876;12083_8#35;T358N1_C2;ST239;ERS255124;111.36;current;T358_N01_C03
877;12083_8#36;T358N1_C3;ST239;ERS255125;110.12;current;T358_N01_C04
878;12083_8#37;T358N1_C4;ST239;ERS255126;114.28;current;T358_N01_C05
879;12083_8#38;T358N1_C5;ST239;ERS255127;105.21;current;T358_N01_C06
880;12083_8#39;T358N1_C6;ST239;ERS255128;104.52;current;T358_N01_C07
881;12083_8#40;T358N1_C7;ST239;ERS255129;104.43;current;T358_N01_C08
882;12083_8#41;T358N1_C8;ST239;ERS255130;107.68;current;T358_N01_C09
883;4925_6#1;T358N2;NA;ERS007969;140.3;Tong;T358_N02_C01
884;12083_8#42;T358N2_C1;ST239;ERS255131;103.44;current;T358_N02_C02
885;12083_8#43;T358N2_C2;ST239;ERS255132;104.64;current;T358_N02_C03
886;12083_8#44;T358N2_C3;ST239;ERS255133;102;current;T358_N02_C04
887;12083_8#45;T358N2_C4;ST239;ERS255134;105.36;current;T358_N02_C05
888;12083_8#46;T358N2_C5;ST239;ERS255135;93.54;current;T358_N02_C06
889;12083_8#47;T358N2_C6;ST239;ERS255136;97.02;current;T358_N02_C07
890;12083_8#48;T358N2_C7;ST239;ERS255137;98.16;current;T358_N02_C08
891;12083_8#49;T358N2_C8;ST239;ERS255138;117.68;current;T358_N02_C09
892;12083_8#70;T358W1;ST239;ERS255163;103.92;current;T358_W01_C01
893;12083_8#69;T358W2;ST239;ERS255162;97.11;current;T358_W02_C01
894;5704_7#12;T35N2;NA;ERS008061;110.1;Tong;T035_N02_C01
895;5704_7#11;T35N4;NA;ERS008059;78.3;Tong;T035_N04_C01
896;12083_6#40;T35N4_C1;ST239;ERS254752;96.72;current;T035_N04_C02
897;5150_8#9;T40N1;NA;ERS007965;75.2;Tong;T040_N01_C01
898;5150_8#1;T56H1;NA;ERS008060;141.9;Tong;T056_H01_C01
899;5150_8#6;T59N1;NA;ERS007962;48.5;Tong;T059_N01_C01
900;5150_8#7;T59N2;NA;ERS007963;122.1;Tong;T059_N02_C01
901;12083_6#49;T59N2_C1;ST239;ERS254761;108.24;current;T059_N02_C02
902;12083_6#50;T59N2_C2;ST239;ERS254762;103.71;current;T059_N02_C03
903;12083_6#51;T59N2_C3;ST239;ERS254763;115.68;current;T059_N02_C04
904;12083_6#52;T59N2_C4;ST239;ERS254764;109.59;current;T059_N02_C05
905;12083_6#53;T59N2_C5;ST239;ERS254765;106.38;current;T059_N02_C06
906;12083_6#54;T59N2_C6;ST239;ERS254766;108.6;current;T059_N02_C07
907;12083_6#55;T59N2_C7;ST239;ERS254767;108.84;current;T059_N02_C08
908;12083_6#56;T59N2_C8;ST239;ERS254768;106.05;current;T059_N02_C09
909;5150_8#8;T59N3;NA;ERS007964;96;Tong;T059_N03_C01
910;12083_6#57;T59N3_C1;ST239;ERS254769;103.26;current;T059_N03_C02
911;12083_6#58;T59N3_C2;ST239;ERS254770;101.07;current;T059_N03_C03
912;12083_6#59;T59N3_C3;ST239;ERS254771;104.94;current;T059_N03_C04
913;12083_6#60;T59N3_C4;ST239;ERS254772;100.26;current;T059_N03_C05
914;12083_6#61;T59N3_C5;ST239;ERS254773;100.05;current;T059_N03_C06
915;12083_6#62;T59N3_C6;ST239;ERS254774;102.54;current;T059_N03_C07
916;12083_6#63;T59N3_C7;ST239;ERS254775;101.64;current;T059_N03_C08
917;12083_6#64;T59N3_C8;ST239;ERS254776;97.77;current;T059_N03_C09
918;5704_7#10;T65N2;NA;ERS008058;100.8;Tong;T065_N02_C01
919;5704_7#9;T65N3;NA;ERS008057;114;Tong;T065_N03_C01
920;12083_6#65;T65N3_C1;ST239;ERS254777;90;current;T065_N03_C02
921;12083_6#66;T65N3_C2;ST239;ERS254778;90.87;current;T065_N03_C03
922;12083_6#67;T65N3_C3;ST239;ERS254779;98.61;current;T065_N03_C04
923;12083_6#68;T65N3_C4;ST239;ERS254780;98.46;current;T065_N03_C05
924;12083_6#69;T65N3_C5;ST239;ERS254781;93.63;current;T065_N03_C06
925;12083_6#70;T65N3_C6;ST239;ERS254782;94.62;current;T065_N03_C07
926;12083_6#71;T65N3_C7;ST239;ERS254783;99;current;T065_N03_C08
927;12083_6#72;T65N3_C8;ST239;ERS254784;92.76;current;T065_N03_C09
928;12378_8#33;T65T3;ST239;ERS255313;109.23;current;T065_T03_C01
929;5704_7#8;T69N1;NA;ERS008054;131.4;Tong;T069_N01_C01
930;12378_8#34;T71C2;ST239;ERS255314;108.96;current;T071_C02_C01
931;12378_8#35;T71C3;ST239;ERS255315;128.2;current;T071_C03_C01
932;5704_8#4;T71N2;NA;ERS008053;416.3;Tong;T071_N02_C01
933;5704_8#3;T71N3;NA;ERS008052;298.2;Tong;T071_N03_C01
934;12054_7#1;T71N3_C1;ST239;ERS254807;106.47;current;T071_N03_C02
935;12083_6#73;T71N4_C1;ST239;ERS254785;85.5;current;T071_N04_C01
936;12083_6#74;T71N4_C2;ST239;ERS254786;78.4;current;T071_N04_C02
937;12083_6#75;T71N4_C3;ST239;ERS254787;93.27;current;T071_N04_C03
938;12083_6#76;T71N4_C4;ST239;ERS254788;90.75;current;T071_N04_C04
939;12083_6#77;T71N4_C5;ST239;ERS254789;88.89;current;T071_N04_C05
940;12083_6#78;T71N4_C6;ST239;ERS254790;91.53;current;T071_N04_C06
941;12083_6#79;T71N4_C7;ST239;ERS254791;93.03;current;T071_N04_C07
942;12083_6#80;T71N4_C8;ST239;ERS254792;91.38;current;T071_N04_C08
943;5704_8#2;T73N1;NA;ERS008051;283.6;Tong;T073_N01_C01
944;12378_8#36;T75A2;ST239;ERS255316;120.8;current;T075_A02_C01
945;5227_2#12;T77N2;NA;ERS008050;83.1;Tong;T077_N02_C01
946;5704_7#7;T87C1;NA;ERS008049;57;Tong;T087_C01_C01
947;10702_4#35;T92N3_C5;ST239;ERS254805;143.25;current;T092_N03_C01
948;12083_6#89;T92N3_C1;ST239;ERS254801;87.15;current;T092_N03_C02
949;12083_6#90;T92N3_C2;ST239;ERS254802;87.24;current;T092_N03_C03
950;12083_6#91;T92N3_C3;ST239;ERS254803;90.27;current;T092_N03_C04
951;12083_6#92;T92N3_C4;ST239;ERS254804;86.37;current;T092_N03_C05
952;12083_8#55;T92N3_C6;ST239;ERS255148;113.76;current;T092_N03_C06
953;12083_8#56;T92N3_C7;ST239;ERS255149;112.12;current;T092_N03_C07
954;12083_8#57;T92N3_C8;ST239;ERS255150;127.56;current;T092_N03_C08
955;5227_2#9;T92N4;NA;ERS008047;65.8;Tong;T092_N04_C01
956;5227_2#10;T92T1;NA;ERS008048;72.2;Tong;T092_T01_C01
957;12378_8#37;T92T2;ST239;ERS255317;127.84;current;T092_T02_C01
958;12378_8#38;T92T3;ST239;ERS255318;117.84;current;T092_T03_C01
959;5227_2#8;T95N1;NA;ERS008046;51.5;Tong;T095_N01_C01
960;12054_7#2;T95N1_C1;ST239;ERS254808;99.33;current;T095_N01_C02
961;12054_7#3;T95N1_C2;ST239;ERS254809;110.68;current;T095_N01_C03
962;12054_7#4;T95N1_C3;ST239;ERS254810;104.79;current;T095_N01_C04
963;12054_7#5;T95N1_C4;ST239;ERS254811;106.71;current;T095_N01_C05
964;12054_7#6;T95N1_C5;ST239;ERS254812;117.76;current;T095_N01_C06
965;12054_7#7;T95N1_C6;ST239;ERS254813;132.48;current;T095_N01_C07
966;12054_7#8;T95N1_C7;ST239;ERS254814;125.96;current;T095_N01_C08
967;12054_7#9;T95N1_C8;ST239;ERS254815;118.08;current;T095_N01_C09
968;5704_8#1;T95N2;NA;ERS008045;269.5;Tong;T095_N02_C01
969;12378_8#39;T95T1;ST239;ERS255319;121.04;current;T095_T01_C01
970;5704_7#6;T99N5;NA;ERS008044;116.4;Tong;T099_N05_C01
971;12054_7#10;T99N5_C1;ST239;ERS254816;109.65;current;T099_N05_C02
972;12054_7#11;T99N5_C2;ST239;ERS254817;108.63;current;T099_N05_C03
973;12054_7#12;T99N5_C3;ST239;ERS254818;107.04;current;T099_N05_C04
974;12054_7#13;T99N5_C4;ST239;ERS254819;110.48;current;T099_N05_C05
975;12054_7#14;T99N5_C5;ST239;ERS254820;131.48;current;T099_N05_C06
976;12054_7#15;T99N5_C6;ST239;ERS254821;125.68;current;T099_N05_C07
977;12054_7#16;T99N5_C7;ST239;ERS254822;127.04;current;T099_N05_C08
978;12054_7#17;T99N5_C8;ST239;ERS254823;122.92;current;T099_N05_C09
979;5227_2#5;T99N7;NA;ERS008043;85.1;Tong;T099_N07_C01
980;12054_7#18;T99N7_C1;ST239;ERS254824;126.52;current;T099_N07_C02
981;12054_7#19;T99N7_C2;ST239;ERS254825;129.76;current;T099_N07_C03
982;12054_7#20;T99N7_C3;ST239;ERS254826;120.68;current;T099_N07_C04
983;12054_7#21;T99N7_C4;ST239;ERS254827;121.44;current;T099_N07_C05
984;12054_7#22;T99N7_C5;ST239;ERS254828;130.56;current;T099_N07_C06
985;12054_7#23;T99N7_C6;ST239;ERS254829;136.08;current;T099_N07_C07
986;12054_7#24;T99N7_C7;ST239;ERS254830;127.48;current;T099_N07_C08
987;12054_7#25;T99N7_C8;ST239;ERS254831;108.69;current;T099_N07_C09
988;12378_8#40;T99W1;ST239;ERS255320;113.52;current;T099_W01_C01
989;12162_7#90;T9A4;ST239;ERS255277;92.55;current;T009_A04_C01
990;4950_2#1;T9N3;NA;ERS008005;220.5;Tong;T009_N03_C01
991;12083_8#89;T9N7_C1;ST239;ERS255182;107.22;current;T009_N07_C01
992;12083_8#90;T9N7_C2;ST239;ERS255183;118.96;current;T009_N07_C02
993;12083_8#91;T9N7_C3;ST239;ERS255184;123.56;current;T009_N07_C03
994;12083_8#92;T9N7_C4;ST239;ERS255185;127.28;current;T009_N07_C04
995;12083_8#93;T9N7_C5;ST239;ERS255186;120.76;current;T009_N07_C05
996;12083_8#94;T9N7_C6;ST239;ERS255187;116.56;current;T009_N07_C06
997;12162_7#1;T9N7_C7;ST239;ERS255188;130.2;current;T009_N07_C07
998;12162_7#2;T9N7_C8;ST239;ERS255189;122.16;current;T009_N07_C08
999;12162_7#10;T9N8_C8;ST239;ERS255197;102.12;current;T009_N08_C01
1000;12162_7#3;T9N8_C1;ST239;ERS255190;132.32;current;T009_N08_C02
1001;12162_7#4;T9N8_C2;ST239;ERS255191;135.44;current;T009_N08_C03
1002;12162_7#5;T9N8_C3;ST239;ERS255192;132.12;current;T009_N08_C04
1003;12162_7#6;T9N8_C4;ST239;ERS255193;136.44;current;T009_N08_C05
1004;12162_7#7;T9N8_C5;ST239;ERS255194;127.2;current;T009_N08_C06
1005;12162_7#8;T9N8_C6;ST239;ERS255195;126.96;current;T009_N08_C07
1006;12162_7#9;T9N8_C7;ST239;ERS255196;118.24;current;T009_N08_C08
1007;4925_8#12;T9N9;NA;ERS008004;80.5;Tong;T009_N09_C01
1008;12162_7#11;T9N9_C1;ST239;ERS255198;117.44;current;T009_N09_C02
1009;12162_7#12;T9N9_C2;ST239;ERS255199;119.84;current;T009_N09_C03
1010;12162_7#13;T9N9_C3;ST239;ERS255200;128.48;current;T009_N09_C04
1011;12162_7#14;T9N9_C4;ST239;ERS255201;122.72;current;T009_N09_C05
1012;12162_7#15;T9N9_C5;ST239;ERS255202;126.96;current;T009_N09_C06
1013;12162_7#16;T9N9_C6;ST239;ERS255203;115.56;current;T009_N09_C07
1014;12162_7#17;T9N9_C7;ST239;ERS255204;115.16;current;T009_N09_C08
1015;12162_7#18;T9N9_C8;ST239;ERS255205;111.93;current;T009_N09_C09
1016;12162_7#91;T9T3;ST239;ERS255278;99.06;current;T009_T03_C01
1017;12162_7#92;T9T4;ST239;ERS255279;101.31;current;T009_T04_C01
1018;12162_7#93;T9T5;ST239;ERS255280;109.77;current;T009_T05_C01
1019;12378_8#1;T9T6;ST239;ERS255281;136.36;current;T009_T06_C01
